ce_loss,style_loss,
1.3281288146972656,0.0010585130658000708,
1.2097294330596924,0.0010009723482653499,
1.1646660566329956,0.0012469070497900248,
1.1035152673721313,0.0014036219799891114,
1.052287220954895,0.0018722882959991693,
1.0067428350448608,0.0019341274164617062,
0.9902691841125488,0.0028919423930346966,
0.9552006125450134,0.0030938591808080673,
0.9269702434539795,0.0033500976860523224,
0.9061225056648254,0.003557039424777031,
0.8941680192947388,0.003967281896620989,
0.8837074041366577,0.0049804686568677425,
0.8862549066543579,0.005686372984200716,
0.8490196466445923,0.005657872185111046,
0.838620662689209,0.005468075629323721,
0.8206151723861694,0.006078558973968029,
0.824135959148407,0.006120648235082626,
0.8008652925491333,0.006038709077984095,
0.8164413571357727,0.007101117633283138,
0.7959049940109253,0.007483065593987703,
0.8340837359428406,0.007213349919766188,
0.7827118039131165,0.007814728654921055,
0.7768732309341431,0.009099336341023445,
0.7649749517440796,0.008139544166624546,
0.7538307905197144,0.00994898658245802,
0.7311513423919678,0.009364797733724117,
0.7383735179901123,0.010457749478518963,
0.7305985689163208,0.01124988216906786,
0.70749831199646,0.013075854629278183,
0.6976228952407837,0.012969997711479664,
0.6804832220077515,0.013947072438895702,
0.6521414518356323,0.01682048663496971,
0.6609807014465332,0.01769849844276905,
0.6099715232849121,0.020125657320022583,
0.5943231582641602,0.021565238013863564,
0.5822515487670898,0.02433042973279953,
0.5607427954673767,0.02452155575156212,
0.5655521154403687,0.02715975232422352,
0.553178071975708,0.029728850349783897,
0.5485578775405884,0.03242063149809837,
0.5392654538154602,0.03653170168399811,
0.5267330408096313,0.03803810477256775,
0.5165785551071167,0.03918370231986046,
0.5124539136886597,0.03911402449011803,
0.5037368535995483,0.04013898968696594,
0.4975108802318573,0.040726978331804276,
0.5021141767501831,0.04247187077999115,
0.4941751956939697,0.04402391240000725,
0.4956982731819153,0.04468506574630737,
0.4854927659034729,0.044319313019514084,
0.48417431116104126,0.046574100852012634,
0.48085811734199524,0.04789292812347412,
0.4782029092311859,0.04918220266699791,
0.4706761837005615,0.049679551273584366,
0.4741232395172119,0.05030786246061325,
0.4751517176628113,0.05130135267972946,
0.46334362030029297,0.05065770447254181,
0.46447551250457764,0.05227397754788399,
0.46386611461639404,0.052554722875356674,
0.4498872756958008,0.052346449345350266,
0.45273905992507935,0.05216415971517563,
0.4482450485229492,0.05351543053984642,
0.4482487440109253,0.054781410843133926,
0.44600823521614075,0.05357583239674568,
0.44859620928764343,0.05384146422147751,
0.4422150254249573,0.054915349930524826,
0.43551963567733765,0.05320001766085625,
0.43805378675460815,0.05421782284975052,
0.43033385276794434,0.05491291359066963,
0.43098342418670654,0.05504341796040535,
0.4233444333076477,0.05597107857465744,
0.4241078495979309,0.05530594661831856,
0.42427170276641846,0.05526863783597946,
0.4245763421058655,0.05616738647222519,
0.42052894830703735,0.055749669671058655,
0.41667455434799194,0.05679931864142418,
0.41642099618911743,0.05663323402404785,
0.41862738132476807,0.05678873881697655,
0.41460978984832764,0.057093940675258636,
0.40992119908332825,0.05689578875899315,
0.40824538469314575,0.05784279480576515,
0.410089373588562,0.05835450068116188,
0.40504977107048035,0.05804583430290222,
0.40508484840393066,0.05855575576424599,
0.4056614637374878,0.05956929177045822,
0.4003935754299164,0.05947686359286308,
0.4044077396392822,0.05935132876038551,
0.39653280377388,0.05904453620314598,
0.39199894666671753,0.05986037105321884,
0.3923589587211609,0.06032883748412132,
0.39008599519729614,0.06031450629234314,
0.38691556453704834,0.06084294617176056,
0.3880798816680908,0.060629237443208694,
0.3817073702812195,0.06071710214018822,
0.38167768716812134,0.062014222145080566,
0.3790578544139862,0.06168759614229202,
0.37361258268356323,0.061717551201581955,
0.37286657094955444,0.06351923942565918,
0.37368282675743103,0.06334791332483292,
0.37088823318481445,0.06434158980846405,
0.36599981784820557,0.06532763689756393,
0.3691284656524658,0.06501048803329468,
0.3654969334602356,0.06573522835969925,
0.3584749102592468,0.06666560471057892,
0.3506302833557129,0.06869151443243027,
0.3482164442539215,0.06856509298086166,
0.3441019654273987,0.07008472830057144,
0.3377041518688202,0.07171174138784409,
0.3343011736869812,0.07372750341892242,
0.3360024690628052,0.07381267845630646,
0.3313024640083313,0.07473796606063843,
0.32608118653297424,0.07575590908527374,
0.32911911606788635,0.07525382190942764,
0.32106825709342957,0.07692273706197739,
0.326375275850296,0.07631822675466537,
0.3268756866455078,0.07668690383434296,
0.32125383615493774,0.07732662558555603,
0.3203352093696594,0.07652337104082108,
0.32524797320365906,0.07627161592245102,
0.3207356333732605,0.07785952836275101,
0.3230993151664734,0.07715677469968796,
0.31915751099586487,0.07795333862304688,
0.31781208515167236,0.07813962548971176,
0.3130846321582794,0.07831034809350967,
0.31591325998306274,0.07839206606149673,
0.3060390055179596,0.07909616827964783,
0.31101053953170776,0.07879499346017838,
0.3007993996143341,0.07982595264911652,
0.30227649211883545,0.07911911606788635,
0.3019601106643677,0.07951340824365616,
0.2982286214828491,0.07989400625228882,
0.3003573417663574,0.07943662256002426,
0.29816800355911255,0.08106503635644913,
0.2936874330043793,0.0811174064874649,
0.29626399278640747,0.08092836290597916,
0.2921513319015503,0.0811174064874649,
0.2935231029987335,0.08110050857067108,
0.28976377844810486,0.0811125785112381,
0.28840169310569763,0.0811137780547142,
0.2880280017852783,0.0811174064874649,
0.28657299280166626,0.0811174064874649,
0.2871963679790497,0.08109821379184723,
0.2867954969406128,0.08111647516489029,
0.28615716099739075,0.0811174064874649,
0.2857131361961365,0.0811174064874649,
0.2814309298992157,0.0811174064874649,
0.2848307490348816,0.08108361810445786,
0.2825643718242645,0.08109360933303833,
0.2845168113708496,0.0811174064874649,
0.2825065851211548,0.08111664652824402,
0.2825131416320801,0.0811174064874649,
0.2806742787361145,0.08108917623758316,
0.2818470597267151,0.0811174064874649,
0.28415441513061523,0.08109265565872192,
0.2819395065307617,0.0811174064874649,
